Port of Entry,Type of Visit,Origin,Month,Number of Visitors
NMIA,CON,ARGENTINA,SEPTEMBER,0.0
NMIA,CON,ARGENTINA,OCTOBER,0.0
NMIA,CON,ARGENTINA,NOVEMBER,1.0
NMIA,CON,ARGENTINA,DECEMBER,0.0
NMIA,CON,ARUBA,JANUARY,2.0
NMIA,CON,ARUBA,FEBRUARY,0.0
NMIA,CON,ARUBA,MARCH,1.0
NMIA,CON,ARUBA,APRIL,1.0
NMIA,CON,ARUBA,MAY,0.0
NMIA,CON,ARUBA,JUNE,0.0
NMIA,CON,ARUBA,JULY,0.0
NMIA,CON,ARUBA,AUGUST,0.0
NMIA,CON,ARUBA,SEPTEMBER,0.0
NMIA,CON,ARUBA,OCTOBER,0.0
NMIA,CON,ARUBA,NOVEMBER,0.0
NMIA,CON,ARUBA,DECEMBER,0.0
NMIA,CON,AUSTRALIA,JANUARY,0.0
NMIA,CON,AUSTRALIA,FEBRUARY,0.0
NMIA,CON,AUSTRALIA,MARCH,3.0
NMIA,CON,AUSTRALIA,APRIL,0.0
NMIA,CON,AUSTRALIA,MAY,2.0
NMIA,CON,AUSTRALIA,JUNE,2.0
NMIA,CON,AUSTRALIA,JULY,0.0
NMIA,CON,AUSTRALIA,AUGUST,1.0
NMIA,CON,AUSTRALIA,SEPTEMBER,0.0
NMIA,CON,AUSTRALIA,OCTOBER,1.0
NMIA,CON,AUSTRALIA,NOVEMBER,0.0
NMIA,CON,AUSTRALIA,DECEMBER,0.0
NMIA,CON,AUSTRIA,JANUARY,1.0
NMIA,CON,AUSTRIA,FEBRUARY,0.0
NMIA,CON,AUSTRIA,MARCH,1.0
NMIA,CON,AUSTRIA,APRIL,0.0
NMIA,CON,AUSTRIA,MAY,0.0
NMIA,CON,AUSTRIA,JUNE,0.0
NMIA,CON,AUSTRIA,JULY,0.0
NMIA,CON,AUSTRIA,AUGUST,0.0
NMIA,CON,AUSTRIA,SEPTEMBER,0.0
NMIA,CON,AUSTRIA,OCTOBER,0.0
NMIA,CON,AUSTRIA,NOVEMBER,0.0
NMIA,CON,AUSTRIA,DECEMBER,0.0
NMIA,CON,BAHAMAS,JANUARY,52.0
NMIA,CON,BAHAMAS,FEBRUARY,10.0
NMIA,CON,BAHAMAS,MARCH,13.0
NMIA,CON,BAHAMAS,APRIL,17.0
NMIA,CON,BAHAMAS,MAY,13.0
NMIA,CON,BAHAMAS,JUNE,3.0
NMIA,CON,BAHAMAS,JULY,3.0
NMIA,CON,BAHAMAS,AUGUST,4.0
NMIA,CON,BAHAMAS,SEPTEMBER,1.0
NMIA,CON,BAHAMAS,OCTOBER,10.0
NMIA,CON,BAHAMAS,NOVEMBER,1.0
NMIA,CON,BAHAMAS,DECEMBER,0.0
NMIA,CON,BARBADOS,JANUARY,36.0
NMIA,CON,BARBADOS,FEBRUARY,47.0
NMIA,CON,BARBADOS,MARCH,43.0
NMIA,CON,BARBADOS,APRIL,55.0
NMIA,CON,BARBADOS,MAY,69.0
NMIA,CON,BARBADOS,JUNE,40.0
NMIA,CON,BARBADOS,JULY,3.0
NMIA,CON,BARBADOS,AUGUST,2.0
NMIA,CON,BARBADOS,SEPTEMBER,1.0
NMIA,CON,BARBADOS,OCTOBER,10.0
NMIA,CON,BARBADOS,NOVEMBER,5.0
NMIA,CON,BARBADOS,DECEMBER,0.0
NMIA,CON,BELGIUM,JANUARY,2.0
NMIA,CON,BELGIUM,FEBRUARY,1.0
NMIA,CON,BELGIUM,MARCH,1.0
NMIA,CON,BELGIUM,APRIL,0.0
NMIA,CON,BELGIUM,MAY,1.0
NMIA,CON,BELGIUM,JUNE,0.0
NMIA,CON,BELGIUM,JULY,0.0
NMIA,CON,BELGIUM,AUGUST,0.0
NMIA,CON,BELGIUM,SEPTEMBER,0.0
NMIA,CON,BELGIUM,OCTOBER,0.0
NMIA,CON,BELGIUM,NOVEMBER,0.0
NMIA,CON,BELGIUM,DECEMBER,0.0
NMIA,CON,BELIZE,JANUARY,4.0
NMIA,CON,BELIZE,FEBRUARY,5.0
NMIA,CON,BELIZE,MARCH,4.0
NMIA,CON,BELIZE,APRIL,12.0
NMIA,CON,BELIZE,MAY,9.0
NMIA,CON,BELIZE,JUNE,4.0
NMIA,CON,BELIZE,JULY,1.0
NMIA,CON,BELIZE,AUGUST,0.0
NMIA,CON,BELIZE,SEPTEMBER,1.0
NMIA,CON,BELIZE,OCTOBER,0.0
NMIA,CON,BELIZE,NOVEMBER,0.0
NMIA,CON,BELIZE,DECEMBER,1.0
NMIA,CON,BERMUDA,JANUARY,0.0
NMIA,CON,BERMUDA,FEBRUARY,2.0
NMIA,CON,BERMUDA,MARCH,0.0
NMIA,CON,BERMUDA,APRIL,2.0
NMIA,CON,BERMUDA,MAY,0.0
NMIA,CON,BERMUDA,JUNE,0.0
NMIA,CON,BERMUDA,JULY,1.0
NMIA,CON,BERMUDA,AUGUST,0.0
NMIA,CON,BERMUDA,SEPTEMBER,0.0
NMIA,CON,BERMUDA,OCTOBER,0.0
NMIA,CON,BERMUDA,NOVEMBER,0.0
NMIA,CON,BERMUDA,DECEMBER,0.0
NMIA,CON,BRAZIL,JANUARY,3.0
NMIA,CON,BRAZIL,FEBRUARY,5.0
NMIA,CON,BRAZIL,MARCH,6.0
NMIA,CON,BRAZIL,APRIL,3.0
NMIA,CON,BRAZIL,MAY,6.0
NMIA,CON,BRAZIL,JUNE,6.0
NMIA,CON,BRAZIL,JULY,0.0
NMIA,CON,BRAZIL,AUGUST,0.0
NMIA,CON,BRAZIL,SEPTEMBER,0.0
NMIA,CON,BRAZIL,OCTOBER,0.0
NMIA,CON,BRAZIL,NOVEMBER,0.0
NMIA,CON,BRAZIL,DECEMBER,0.0
NMIA,CON,BRITISH VIRGIN ISLANDS,JANUARY,2.0
NMIA,CON,BRITISH VIRGIN ISLANDS,FEBRUARY,3.0
NMIA,CON,BRITISH VIRGIN ISLANDS,MARCH,4.0
NMIA,CON,BRITISH VIRGIN ISLANDS,APRIL,4.0
NMIA,CON,BRITISH VIRGIN ISLANDS,MAY,13.0
NMIA,CON,BRITISH VIRGIN ISLANDS,JUNE,2.0
NMIA,CON,BRITISH VIRGIN ISLANDS,JULY,2.0
NMIA,CON,BRITISH VIRGIN ISLANDS,AUGUST,0.0
NMIA,CON,BRITISH VIRGIN ISLANDS,SEPTEMBER,0.0
NMIA,CON,BRITISH VIRGIN ISLANDS,OCTOBER,0.0
NMIA,CON,BRITISH VIRGIN ISLANDS,NOVEMBER,0.0
NMIA,CON,BRITISH VIRGIN ISLANDS,DECEMBER,0.0
NMIA,CON,CANADA,JANUARY,40.0
NMIA,CON,CANADA,FEBRUARY,53.0
NMIA,CON,CANADA,MARCH,44.0
NMIA,CON,CANADA,APRIL,56.0
NMIA,CON,CANADA,MAY,39.0
NMIA,CON,CANADA,JUNE,32.0
NMIA,CON,CANADA,JULY,14.0
NMIA,CON,CANADA,AUGUST,8.0
NMIA,CON,CANADA,SEPTEMBER,2.0
NMIA,CON,CANADA,OCTOBER,10.0
NMIA,CON,CANADA,NOVEMBER,6.0
NMIA,CON,CANADA,DECEMBER,0.0
NMIA,CON,CAYMAN ISLANDS,JANUARY,42.0
NMIA,CON,CAYMAN ISLANDS,FEBRUARY,36.0
NMIA,CON,CAYMAN ISLANDS,MARCH,33.0
NMIA,CON,CAYMAN ISLANDS,APRIL,50.0
NMIA,CON,CAYMAN ISLANDS,MAY,41.0
NMIA,CON,CAYMAN ISLANDS,JUNE,25.0
NMIA,CON,CAYMAN ISLANDS,JULY,4.0
NMIA,CON,CAYMAN ISLANDS,AUGUST,2.0
NMIA,CON,CAYMAN ISLANDS,SEPTEMBER,5.0
NMIA,CON,CAYMAN ISLANDS,OCTOBER,4.0
NMIA,CON,CAYMAN ISLANDS,NOVEMBER,0.0
NMIA,CON,CAYMAN ISLANDS,DECEMBER,2.0
NMIA,CON,CHILE,JANUARY,3.0
NMIA,CON,CHILE,FEBRUARY,2.0
NMIA,CON,CHILE,MARCH,7.0
NMIA,CON,CHILE,APRIL,4.0
NMIA,CON,CHILE,MAY,2.0
NMIA,CON,CHILE,JUNE,1.0
NMIA,CON,CHILE,JULY,0.0
NMIA,CON,CHILE,AUGUST,2.0
NMIA,CON,CHILE,SEPTEMBER,1.0
NMIA,CON,CHILE,OCTOBER,0.0
NMIA,CON,CHILE,NOVEMBER,0.0
NMIA,CON,CHILE,DECEMBER,0.0
NMIA,CON,CHINA,JANUARY,3.0
NMIA,CON,CHINA,FEBRUARY,10.0
NMIA,CON,CHINA,MARCH,4.0
NMIA,CON,CHINA,APRIL,3.0
NMIA,CON,CHINA,MAY,9.0
NMIA,CON,CHINA,JUNE,1.0
NMIA,CON,CHINA,JULY,0.0
NMIA,CON,CHINA,AUGUST,0.0
NMIA,CON,CHINA,SEPTEMBER,0.0
NMIA,CON,CHINA,OCTOBER,0.0
NMIA,CON,CHINA,NOVEMBER,0.0
NMIA,CON,CHINA,DECEMBER,0.0
NMIA,CON,COLOMBIA,JANUARY,4.0
NMIA,CON,COLOMBIA,FEBRUARY,3.0
NMIA,CON,COLOMBIA,MARCH,12.0
NMIA,CON,COLOMBIA,APRIL,9.0
NMIA,CON,COLOMBIA,MAY,17.0
NMIA,CON,COLOMBIA,JUNE,5.0
NMIA,CON,COLOMBIA,JULY,0.0
NMIA,CON,COLOMBIA,AUGUST,0.0
NMIA,CON,COLOMBIA,SEPTEMBER,1.0
NMIA,CON,COLOMBIA,OCTOBER,0.0
NMIA,CON,COLOMBIA,NOVEMBER,0.0
NMIA,CON,COLOMBIA,DECEMBER,0.0
NMIA,CON,COSTA RICA,JANUARY,5.0
NMIA,CON,COSTA RICA,FEBRUARY,9.0
NMIA,CON,COSTA RICA,MARCH,10.0
NMIA,CON,COSTA RICA,APRIL,8.0
NMIA,CON,COSTA RICA,MAY,9.0
NMIA,CON,COSTA RICA,JUNE,7.0
NMIA,CON,COSTA RICA,JULY,0.0
NMIA,CON,COSTA RICA,AUGUST,0.0
NMIA,CON,COSTA RICA,SEPTEMBER,0.0
NMIA,CON,COSTA RICA,OCTOBER,0.0
NMIA,CON,COSTA RICA,NOVEMBER,0.0
NMIA,CON,COSTA RICA,DECEMBER,0.0
NMIA,CON,CUBA,JANUARY,0.0
NMIA,CON,CUBA,FEBRUARY,6.0
NMIA,CON,CUBA,MARCH,2.0
NMIA,CON,CUBA,APRIL,2.0
NMIA,CON,CUBA,MAY,3.0
NMIA,CON,CUBA,JUNE,0.0
NMIA,CON,CUBA,JULY,7.0
NMIA,CON,CUBA,AUGUST,0.0
NMIA,CON,CUBA,SEPTEMBER,1.0
NMIA,CON,CUBA,OCTOBER,0.0
NMIA,CON,CUBA,NOVEMBER,0.0
NMIA,CON,CUBA,DECEMBER,0.0
NMIA,CON,CURACAO,JANUARY,4.0
NMIA,CON,CURACAO,FEBRUARY,3.0
NMIA,CON,CURACAO,MARCH,4.0
NMIA,CON,CURACAO,APRIL,1.0
NMIA,CON,CURACAO,MAY,2.0
NMIA,CON,CURACAO,JUNE,3.0
NMIA,CON,CURACAO,JULY,0.0
NMIA,CON,CURACAO,AUGUST,0.0
NMIA,CON,CURACAO,SEPTEMBER,0.0
NMIA,CON,CURACAO,OCTOBER,6.0
NMIA,CON,CURACAO,NOVEMBER,0.0
NMIA,CON,CURACAO,DECEMBER,0.0
NMIA,CON,CZECHOSLOVAKIA,JANUARY,0.0
NMIA,CON,CZECHOSLOVAKIA,FEBRUARY,0.0
NMIA,CON,CZECHOSLOVAKIA,MARCH,1.0
NMIA,CON,CZECHOSLOVAKIA,APRIL,0.0
NMIA,CON,CZECHOSLOVAKIA,MAY,0.0
NMIA,CON,CZECHOSLOVAKIA,JUNE,0.0
NMIA,CON,CZECHOSLOVAKIA,JULY,0.0
NMIA,CON,CZECHOSLOVAKIA,AUGUST,0.0
NMIA,CON,CZECHOSLOVAKIA,SEPTEMBER,0.0
NMIA,CON,CZECHOSLOVAKIA,OCTOBER,0.0
NMIA,CON,CZECHOSLOVAKIA,NOVEMBER,0.0
NMIA,CON,CZECHOSLOVAKIA,DECEMBER,0.0
NMIA,CON,DENMARK,JANUARY,1.0
NMIA,CON,DENMARK,FEBRUARY,0.0
NMIA,CON,DENMARK,MARCH,0.0
NMIA,CON,DENMARK,APRIL,1.0
NMIA,CON,DENMARK,MAY,2.0
NMIA,CON,DENMARK,JUNE,0.0
NMIA,CON,DENMARK,JULY,0.0
NMIA,CON,DENMARK,AUGUST,0.0
NMIA,CON,DENMARK,SEPTEMBER,0.0
NMIA,CON,DENMARK,OCTOBER,0.0
NMIA,CON,DENMARK,NOVEMBER,0.0
NMIA,CON,DENMARK,DECEMBER,0.0
NMIA,CON,DOMINICA,JANUARY,1.0
NMIA,CON,DOMINICA,FEBRUARY,12.0
NMIA,CON,DOMINICA,MARCH,4.0
NMIA,CON,DOMINICA,APRIL,8.0
NMIA,CON,DOMINICA,MAY,7.0
NMIA,CON,DOMINICA,JUNE,2.0
NMIA,CON,DOMINICA,JULY,0.0
NMIA,CON,DOMINICA,AUGUST,0.0
NMIA,CON,DOMINICA,SEPTEMBER,1.0
NMIA,CON,DOMINICA,OCTOBER,0.0
NMIA,CON,DOMINICA,NOVEMBER,0.0
NMIA,CON,DOMINICA,DECEMBER,0.0
NMIA,CON,DOMINICAN REPUBLIC,JANUARY,16.0
NMIA,CON,DOMINICAN REPUBLIC,FEBRUARY,21.0
NMIA,CON,DOMINICAN REPUBLIC,MARCH,15.0
NMIA,CON,DOMINICAN REPUBLIC,APRIL,16.0
NMIA,CON,DOMINICAN REPUBLIC,MAY,17.0
NMIA,CON,DOMINICAN REPUBLIC,JUNE,7.0
NMIA,CON,DOMINICAN REPUBLIC,JULY,5.0
NMIA,CON,DOMINICAN REPUBLIC,AUGUST,1.0
NMIA,CON,DOMINICAN REPUBLIC,SEPTEMBER,2.0
NMIA,CON,DOMINICAN REPUBLIC,OCTOBER,5.0
NMIA,CON,DOMINICAN REPUBLIC,NOVEMBER,1.0
NMIA,CON,DOMINICAN REPUBLIC,DECEMBER,1.0
NMIA,CON,ECUADOR,JANUARY,1.0
NMIA,CON,ECUADOR,FEBRUARY,1.0
NMIA,CON,ECUADOR,MARCH,11.0
NMIA,CON,ECUADOR,APRIL,0.0
NMIA,CON,ECUADOR,MAY,2.0
NMIA,CON,ECUADOR,JUNE,0.0
NMIA,CON,ECUADOR,JULY,0.0
NMIA,CON,ECUADOR,AUGUST,0.0
NMIA,CON,ECUADOR,SEPTEMBER,0.0
NMIA,CON,ECUADOR,OCTOBER,0.0
NMIA,CON,ECUADOR,NOVEMBER,0.0
NMIA,CON,ECUADOR,DECEMBER,1.0
NMIA,CON,EL SALVADOR,JANUARY,2.0
NMIA,CON,EL SALVADOR,FEBRUARY,1.0
NMIA,CON,EL SALVADOR,MARCH,1.0
NMIA,CON,EL SALVADOR,APRIL,0.0
NMIA,CON,EL SALVADOR,MAY,1.0
NMIA,CON,EL SALVADOR,JUNE,1.0
NMIA,CON,EL SALVADOR,JULY,0.0
NMIA,CON,EL SALVADOR,AUGUST,0.0
NMIA,CON,EL SALVADOR,SEPTEMBER,0.0
NMIA,CON,EL SALVADOR,OCTOBER,0.0
NMIA,CON,EL SALVADOR,NOVEMBER,0.0
NMIA,CON,EL SALVADOR,DECEMBER,0.0
NMIA,CON,FRANCE,JANUARY,1.0
NMIA,CON,FRANCE,FEBRUARY,1.0
NMIA,CON,FRANCE,MARCH,3.0
NMIA,CON,FRANCE,APRIL,1.0
NMIA,CON,FRANCE,MAY,0.0
NMIA,CON,FRANCE,JUNE,5.0
NMIA,CON,FRANCE,JULY,3.0
NMIA,CON,FRANCE,AUGUST,0.0
NMIA,CON,FRANCE,SEPTEMBER,0.0
NMIA,CON,FRANCE,OCTOBER,0.0
NMIA,CON,FRANCE,NOVEMBER,0.0
NMIA,CON,FRANCE,DECEMBER,0.0
NMIA,CON,GERMANY,JANUARY,1.0
NMIA,CON,GERMANY,FEBRUARY,1.0
NMIA,CON,GERMANY,MARCH,0.0
NMIA,CON,GERMANY,APRIL,1.0
NMIA,CON,GERMANY,MAY,1.0
NMIA,CON,GERMANY,JUNE,2.0
NMIA,CON,GERMANY,JULY,0.0
NMIA,CON,GERMANY,AUGUST,0.0
NMIA,CON,GERMANY,SEPTEMBER,0.0
NMIA,CON,GERMANY,OCTOBER,0.0
NMIA,CON,GERMANY,NOVEMBER,0.0
NMIA,CON,GERMANY,DECEMBER,0.0
NMIA,CON,GREECE,JANUARY,0.0
NMIA,CON,GREECE,FEBRUARY,1.0
NMIA,CON,GREECE,MARCH,0.0
NMIA,CON,GREECE,APRIL,1.0
NMIA,CON,GREECE,MAY,1.0
NMIA,CON,GREECE,JUNE,0.0
NMIA,CON,GREECE,JULY,0.0
NMIA,CON,GREECE,AUGUST,0.0
NMIA,CON,GREECE,SEPTEMBER,0.0
NMIA,CON,GREECE,OCTOBER,0.0
NMIA,CON,GREECE,NOVEMBER,0.0
NMIA,CON,GREECE,DECEMBER,0.0
NMIA,CON,GRENADA,JANUARY,0.0
NMIA,CON,GRENADA,FEBRUARY,3.0
NMIA,CON,GRENADA,MARCH,9.0
NMIA,CON,GRENADA,APRIL,8.0
NMIA,CON,GRENADA,MAY,5.0
NMIA,CON,GRENADA,JUNE,1.0
NMIA,CON,GRENADA,JULY,0.0
NMIA,CON,GRENADA,AUGUST,0.0
NMIA,CON,GRENADA,SEPTEMBER,0.0
NMIA,CON,GRENADA,OCTOBER,2.0
NMIA,CON,GRENADA,NOVEMBER,0.0
NMIA,CON,GRENADA,DECEMBER,0.0
NMIA,CON,GUADELOUPE,JANUARY,1.0
NMIA,CON,GUADELOUPE,FEBRUARY,0.0
NMIA,CON,GUADELOUPE,MARCH,0.0
NMIA,CON,GUADELOUPE,APRIL,0.0
NMIA,CON,GUADELOUPE,MAY,3.0
NMIA,CON,GUADELOUPE,JUNE,1.0
NMIA,CON,GUADELOUPE,JULY,0.0
NMIA,CON,GUADELOUPE,AUGUST,0.0
NMIA,CON,GUADELOUPE,SEPTEMBER,0.0
NMIA,CON,GUADELOUPE,OCTOBER,0.0
NMIA,CON,GUADELOUPE,NOVEMBER,0.0
NMIA,CON,GUADELOUPE,DECEMBER,0.0
NMIA,CON,GUATEMALA,JANUARY,3.0
NMIA,CON,GUATEMALA,FEBRUARY,1.0
NMIA,CON,GUATEMALA,MARCH,1.0
NMIA,CON,GUATEMALA,APRIL,2.0
NMIA,CON,GUATEMALA,MAY,2.0
NMIA,CON,GUATEMALA,JUNE,1.0
NMIA,CON,GUATEMALA,JULY,0.0
NMIA,CON,GUATEMALA,AUGUST,0.0
NMIA,CON,GUATEMALA,SEPTEMBER,0.0
NMIA,CON,GUATEMALA,OCTOBER,0.0
NMIA,CON,GUATEMALA,NOVEMBER,0.0
NMIA,CON,GUATEMALA,DECEMBER,0.0
NMIA,CON,GUYANA,JANUARY,11.0
NMIA,CON,GUYANA,FEBRUARY,18.0
NMIA,CON,GUYANA,MARCH,27.0
NMIA,CON,GUYANA,APRIL,21.0
NMIA,CON,GUYANA,MAY,32.0
NMIA,CON,GUYANA,JUNE,13.0
NMIA,CON,GUYANA,JULY,2.0
NMIA,CON,GUYANA,AUGUST,0.0
NMIA,CON,GUYANA,SEPTEMBER,0.0
NMIA,CON,GUYANA,OCTOBER,1.0
NMIA,CON,GUYANA,NOVEMBER,0.0
NMIA,CON,GUYANA,DECEMBER,0.0
NMIA,CON,HAITI,JANUARY,13.0
NMIA,CON,HAITI,FEBRUARY,4.0
NMIA,CON,HAITI,MARCH,7.0
NMIA,CON,HAITI,APRIL,9.0
NMIA,CON,HAITI,MAY,8.0
NMIA,CON,HAITI,JUNE,0.0
NMIA,CON,HAITI,JULY,0.0
NMIA,CON,HAITI,AUGUST,0.0
NMIA,CON,HAITI,SEPTEMBER,0.0
NMIA,CON,HAITI,OCTOBER,0.0
NMIA,CON,HAITI,NOVEMBER,0.0
NMIA,CON,HAITI,DECEMBER,1.0
NMIA,CON,HOLLAND,JANUARY,4.0
NMIA,CON,HOLLAND,FEBRUARY,6.0
NMIA,CON,HOLLAND,MARCH,11.0
NMIA,CON,HOLLAND,APRIL,1.0
NMIA,CON,HOLLAND,MAY,2.0
NMIA,CON,HOLLAND,JUNE,2.0
NMIA,CON,HOLLAND,JULY,1.0
NMIA,CON,HOLLAND,AUGUST,0.0
NMIA,CON,HOLLAND,SEPTEMBER,0.0
NMIA,CON,HOLLAND,OCTOBER,1.0
NMIA,CON,HOLLAND,NOVEMBER,0.0
NMIA,CON,HOLLAND,DECEMBER,0.0
NMIA,CON,HONDURAS,JANUARY,1.0
NMIA,CON,HONDURAS,FEBRUARY,0.0
NMIA,CON,HONDURAS,MARCH,0.0
NMIA,CON,HONDURAS,APRIL,0.0
NMIA,CON,HONDURAS,MAY,5.0
NMIA,CON,HONDURAS,JUNE,0.0
NMIA,CON,HONDURAS,JULY,0.0
NMIA,CON,HONDURAS,AUGUST,0.0
NMIA,CON,HONDURAS,SEPTEMBER,0.0
NMIA,CON,HONDURAS,OCTOBER,0.0
NMIA,CON,HONDURAS,NOVEMBER,0.0
NMIA,CON,HONDURAS,DECEMBER,0.0
NMIA,CON,HUNGARY,JANUARY,1.0
NMIA,CON,HUNGARY,FEBRUARY,0.0
NMIA,CON,HUNGARY,MARCH,0.0
NMIA,CON,HUNGARY,APRIL,0.0
NMIA,CON,HUNGARY,MAY,0.0
NMIA,CON,HUNGARY,JUNE,0.0
NMIA,CON,HUNGARY,JULY,0.0
NMIA,CON,HUNGARY,AUGUST,0.0
NMIA,CON,HUNGARY,SEPTEMBER,0.0
NMIA,CON,HUNGARY,OCTOBER,0.0
NMIA,CON,HUNGARY,NOVEMBER,0.0
NMIA,CON,HUNGARY,DECEMBER,0.0
NMIA,CON,INDIA,JANUARY,8.0
NMIA,CON,INDIA,FEBRUARY,10.0
NMIA,CON,INDIA,MARCH,14.0
NMIA,CON,INDIA,APRIL,8.0
NMIA,CON,INDIA,MAY,4.0
NMIA,CON,INDIA,JUNE,0.0
NMIA,CON,INDIA,JULY,0.0
NMIA,CON,INDIA,AUGUST,0.0
NMIA,CON,INDIA,SEPTEMBER,0.0
NMIA,CON,INDIA,OCTOBER,0.0
NMIA,CON,INDIA,NOVEMBER,1.0
NMIA,CON,INDIA,DECEMBER,0.0
NMIA,CON,ISREAL,JANUARY,0.0
NMIA,CON,ISREAL,FEBRUARY,0.0
NMIA,CON,ISREAL,MARCH,2.0
NMIA,CON,ISREAL,APRIL,0.0
NMIA,CON,ISREAL,MAY,2.0
NMIA,CON,ISREAL,JUNE,1.0
NMIA,CON,ISREAL,JULY,0.0
NMIA,CON,ISREAL,AUGUST,0.0
NMIA,CON,ISREAL,SEPTEMBER,0.0
NMIA,CON,ISREAL,OCTOBER,0.0
NMIA,CON,ISREAL,NOVEMBER,0.0
NMIA,CON,ISREAL,DECEMBER,0.0
NMIA,CON,ITALY,JANUARY,1.0
NMIA,CON,ITALY,FEBRUARY,0.0
NMIA,CON,ITALY,MARCH,0.0
NMIA,CON,ITALY,APRIL,1.0
NMIA,CON,ITALY,MAY,0.0
NMIA,CON,ITALY,JUNE,0.0
NMIA,CON,ITALY,JULY,0.0
NMIA,CON,ITALY,AUGUST,0.0
NMIA,CON,ITALY,SEPTEMBER,0.0
NMIA,CON,ITALY,OCTOBER,0.0
NMIA,CON,ITALY,NOVEMBER,0.0
NMIA,CON,ITALY,DECEMBER,0.0
NMIA,CON,JAPAN,JANUARY,1.0
NMIA,CON,JAPAN,FEBRUARY,1.0
NMIA,CON,JAPAN,MARCH,8.0
NMIA,CON,JAPAN,APRIL,2.0
NMIA,CON,JAPAN,MAY,4.0
NMIA,CON,JAPAN,JUNE,3.0
NMIA,CON,JAPAN,JULY,1.0
NMIA,CON,JAPAN,AUGUST,0.0
NMIA,CON,JAPAN,SEPTEMBER,0.0
NMIA,CON,JAPAN,OCTOBER,2.0
NMIA,CON,JAPAN,NOVEMBER,0.0
NMIA,CON,JAPAN,DECEMBER,0.0
NMIA,CON,KOREA,JANUARY,1.0
NMIA,CON,KOREA,FEBRUARY,1.0
NMIA,CON,KOREA,MARCH,0.0
NMIA,CON,KOREA,APRIL,2.0
NMIA,CON,KOREA,MAY,0.0
NMIA,CON,KOREA,JUNE,2.0
NMIA,CON,KOREA,JULY,0.0
NMIA,CON,KOREA,AUGUST,0.0
NMIA,CON,KOREA,SEPTEMBER,1.0
NMIA,CON,KOREA,OCTOBER,0.0
NMIA,CON,KOREA,NOVEMBER,0.0
NMIA,CON,KOREA,DECEMBER,0.0
NMIA,CON,MEXICO,JANUARY,22.0
NMIA,CON,MEXICO,FEBRUARY,14.0
NMIA,CON,MEXICO,MARCH,11.0
NMIA,CON,MEXICO,APRIL,9.0
NMIA,CON,MEXICO,MAY,16.0
NMIA,CON,MEXICO,JUNE,18.0
NMIA,CON,MEXICO,JULY,0.0
NMIA,CON,MEXICO,AUGUST,0.0
NMIA,CON,MEXICO,SEPTEMBER,1.0
NMIA,CON,MEXICO,OCTOBER,4.0
NMIA,CON,MEXICO,NOVEMBER,1.0
NMIA,CON,MEXICO,DECEMBER,0.0
NMIA,CON,MIDDLE EAST,JANUARY,1.0
NMIA,CON,MIDDLE EAST,FEBRUARY,0.0
NMIA,CON,MIDDLE EAST,MARCH,1.0
NMIA,CON,MIDDLE EAST,APRIL,2.0
NMIA,CON,MIDDLE EAST,MAY,0.0
NMIA,CON,MIDDLE EAST,JUNE,0.0
NMIA,CON,MIDDLE EAST,JULY,0.0
NMIA,CON,MIDDLE EAST,AUGUST,0.0
NMIA,CON,MIDDLE EAST,SEPTEMBER,0.0
NMIA,CON,MIDDLE EAST,OCTOBER,0.0
NMIA,CON,MIDDLE EAST,NOVEMBER,0.0
NMIA,CON,MIDDLE EAST,DECEMBER,0.0
NMIA,CON,MONSTERRAT,JANUARY,0.0
NMIA,CON,MONSTERRAT,FEBRUARY,1.0
NMIA,CON,MONSTERRAT,MARCH,1.0
NMIA,CON,MONSTERRAT,APRIL,2.0
NMIA,CON,MONSTERRAT,MAY,0.0
NMIA,CON,MONSTERRAT,JUNE,1.0
NMIA,CON,MONSTERRAT,JULY,0.0
NMIA,CON,MONSTERRAT,AUGUST,0.0
NMIA,CON,MONSTERRAT,SEPTEMBER,0.0
NMIA,CON,MONSTERRAT,OCTOBER,0.0
NMIA,CON,MONSTERRAT,NOVEMBER,0.0
NMIA,CON,MONSTERRAT,DECEMBER,0.0
NMIA,CON,NEW ZEALAND,JANUARY,1.0
NMIA,CON,NEW ZEALAND,FEBRUARY,0.0
NMIA,CON,NEW ZEALAND,MARCH,0.0
NMIA,CON,NEW ZEALAND,APRIL,0.0
NMIA,CON,NEW ZEALAND,MAY,0.0
NMIA,CON,NEW ZEALAND,JUNE,0.0
NMIA,CON,NEW ZEALAND,JULY,1.0
NMIA,CON,NEW ZEALAND,AUGUST,0.0
NMIA,CON,NEW ZEALAND,SEPTEMBER,0.0
NMIA,CON,NEW ZEALAND,OCTOBER,0.0
NMIA,CON,NEW ZEALAND,NOVEMBER,0.0
NMIA,CON,NEW ZEALAND,DECEMBER,0.0
NMIA,CON,NICARAGUA,JANUARY,1.0
NMIA,CON,NICARAGUA,FEBRUARY,0.0
NMIA,CON,NICARAGUA,MARCH,2.0
NMIA,CON,NICARAGUA,APRIL,1.0
NMIA,CON,NICARAGUA,MAY,1.0
NMIA,CON,NICARAGUA,JUNE,0.0
NMIA,CON,NICARAGUA,JULY,0.0
NMIA,CON,NICARAGUA,AUGUST,0.0
NMIA,CON,NICARAGUA,SEPTEMBER,0.0
NMIA,CON,NICARAGUA,OCTOBER,0.0
NMIA,CON,NICARAGUA,NOVEMBER,0.0
