Port of Entry,Type of Visit,Origin,Month,Number of Visitors
SIA,NS,LUXEMBURG,OCTOBER,0.0
SIA,NS,LUXEMBURG,NOVEMBER,0.0
SIA,NS,LUXEMBURG,DECEMBER,0.0
SIA,NS,MEXICO,JANUARY,3.0
SIA,NS,MEXICO,FEBRUARY,10.0
SIA,NS,MEXICO,MARCH,4.0
SIA,NS,MEXICO,APRIL,1.0
SIA,NS,MEXICO,MAY,0.0
SIA,NS,MEXICO,JUNE,5.0
SIA,NS,MEXICO,JULY,6.0
SIA,NS,MEXICO,AUGUST,0.0
SIA,NS,MEXICO,SEPTEMBER,6.0
SIA,NS,MEXICO,OCTOBER,2.0
SIA,NS,MEXICO,NOVEMBER,5.0
SIA,NS,MEXICO,DECEMBER,3.0
SIA,NS,MIDDLE EAST,JANUARY,0.0
SIA,NS,MIDDLE EAST,FEBRUARY,0.0
SIA,NS,MIDDLE EAST,MARCH,0.0
SIA,NS,MIDDLE EAST,APRIL,0.0
SIA,NS,MIDDLE EAST,MAY,1.0
SIA,NS,MIDDLE EAST,JUNE,0.0
SIA,NS,MIDDLE EAST,JULY,0.0
SIA,NS,MIDDLE EAST,AUGUST,0.0
SIA,NS,MIDDLE EAST,SEPTEMBER,0.0
SIA,NS,MIDDLE EAST,OCTOBER,0.0
SIA,NS,MIDDLE EAST,NOVEMBER,0.0
SIA,NS,MIDDLE EAST,DECEMBER,0.0
SIA,NS,NORWAY,JANUARY,0.0
SIA,NS,NORWAY,FEBRUARY,2.0
SIA,NS,NORWAY,MARCH,1.0
SIA,NS,NORWAY,APRIL,0.0
SIA,NS,NORWAY,MAY,0.0
SIA,NS,NORWAY,JUNE,0.0
SIA,NS,NORWAY,JULY,0.0
SIA,NS,NORWAY,AUGUST,0.0
SIA,NS,NORWAY,SEPTEMBER,0.0
SIA,NS,NORWAY,OCTOBER,0.0
SIA,NS,NORWAY,NOVEMBER,0.0
SIA,NS,NORWAY,DECEMBER,2.0
SIA,NS,OTHER ASIA,JANUARY,4.0
SIA,NS,OTHER ASIA,FEBRUARY,1.0
SIA,NS,OTHER ASIA,MARCH,1.0
SIA,NS,OTHER ASIA,APRIL,0.0
SIA,NS,OTHER ASIA,MAY,0.0
SIA,NS,OTHER ASIA,JUNE,0.0
SIA,NS,OTHER ASIA,JULY,0.0
SIA,NS,OTHER ASIA,AUGUST,0.0
SIA,NS,OTHER ASIA,SEPTEMBER,0.0
SIA,NS,OTHER ASIA,OCTOBER,0.0
SIA,NS,OTHER ASIA,NOVEMBER,0.0
SIA,NS,OTHER ASIA,DECEMBER,0.0
SIA,NS,OTHER EUROPE,JANUARY,3.0
SIA,NS,OTHER EUROPE,FEBRUARY,4.0
SIA,NS,OTHER EUROPE,MARCH,2.0
SIA,NS,OTHER EUROPE,APRIL,0.0
SIA,NS,OTHER EUROPE,MAY,1.0
SIA,NS,OTHER EUROPE,JUNE,1.0
SIA,NS,OTHER EUROPE,JULY,1.0
SIA,NS,OTHER EUROPE,AUGUST,0.0
SIA,NS,OTHER EUROPE,SEPTEMBER,0.0
SIA,NS,OTHER EUROPE,OCTOBER,0.0
SIA,NS,OTHER EUROPE,NOVEMBER,4.0
SIA,NS,OTHER EUROPE,DECEMBER,5.0
SIA,NS,OTHER MEDITERRANEAN,JANUARY,0.0
SIA,NS,OTHER MEDITERRANEAN,FEBRUARY,0.0
SIA,NS,OTHER MEDITERRANEAN,MARCH,0.0
SIA,NS,OTHER MEDITERRANEAN,APRIL,0.0
SIA,NS,OTHER MEDITERRANEAN,MAY,0.0
SIA,NS,OTHER MEDITERRANEAN,JUNE,0.0
SIA,NS,OTHER MEDITERRANEAN,JULY,0.0
SIA,NS,OTHER MEDITERRANEAN,AUGUST,1.0
SIA,NS,OTHER MEDITERRANEAN,SEPTEMBER,0.0
SIA,NS,OTHER MEDITERRANEAN,OCTOBER,0.0
SIA,NS,OTHER MEDITERRANEAN,NOVEMBER,1.0
SIA,NS,OTHER MEDITERRANEAN,DECEMBER,0.0
SIA,NS,PANAMA,JANUARY,0.0
SIA,NS,PANAMA,FEBRUARY,1.0
SIA,NS,PANAMA,MARCH,1.0
SIA,NS,PANAMA,APRIL,0.0
SIA,NS,PANAMA,MAY,1.0
SIA,NS,PANAMA,JUNE,2.0
SIA,NS,PANAMA,JULY,0.0
SIA,NS,PANAMA,AUGUST,0.0
SIA,NS,PANAMA,SEPTEMBER,1.0
SIA,NS,PANAMA,OCTOBER,3.0
SIA,NS,PANAMA,NOVEMBER,4.0
SIA,NS,PANAMA,DECEMBER,0.0
SIA,NS,PARAGUAY,JANUARY,0.0
SIA,NS,PARAGUAY,FEBRUARY,0.0
SIA,NS,PARAGUAY,MARCH,1.0
SIA,NS,PARAGUAY,APRIL,0.0
SIA,NS,PARAGUAY,MAY,0.0
SIA,NS,PARAGUAY,JUNE,0.0
SIA,NS,PARAGUAY,JULY,0.0
SIA,NS,PARAGUAY,AUGUST,0.0
SIA,NS,PARAGUAY,SEPTEMBER,0.0
SIA,NS,PARAGUAY,OCTOBER,0.0
SIA,NS,PARAGUAY,NOVEMBER,0.0
SIA,NS,PARAGUAY,DECEMBER,0.0
SIA,NS,PERU,JANUARY,0.0
SIA,NS,PERU,FEBRUARY,0.0
SIA,NS,PERU,MARCH,2.0
SIA,NS,PERU,APRIL,3.0
SIA,NS,PERU,MAY,0.0
SIA,NS,PERU,JUNE,1.0
SIA,NS,PERU,JULY,0.0
SIA,NS,PERU,AUGUST,1.0
SIA,NS,PERU,SEPTEMBER,0.0
SIA,NS,PERU,OCTOBER,2.0
SIA,NS,PERU,NOVEMBER,2.0
SIA,NS,PERU,DECEMBER,0.0
SIA,NS,PHILIPPINES,JANUARY,0.0
SIA,NS,PHILIPPINES,FEBRUARY,1.0
SIA,NS,PHILIPPINES,MARCH,3.0
SIA,NS,PHILIPPINES,APRIL,1.0
SIA,NS,PHILIPPINES,MAY,0.0
SIA,NS,PHILIPPINES,JUNE,0.0
SIA,NS,PHILIPPINES,JULY,0.0
SIA,NS,PHILIPPINES,AUGUST,0.0
SIA,NS,PHILIPPINES,SEPTEMBER,0.0
SIA,NS,PHILIPPINES,OCTOBER,0.0
SIA,NS,PHILIPPINES,NOVEMBER,0.0
SIA,NS,PHILIPPINES,DECEMBER,0.0
SIA,NS,POLAND,JANUARY,2.0
SIA,NS,POLAND,FEBRUARY,2.0
SIA,NS,POLAND,MARCH,0.0
SIA,NS,POLAND,APRIL,0.0
SIA,NS,POLAND,MAY,1.0
SIA,NS,POLAND,JUNE,0.0
SIA,NS,POLAND,JULY,2.0
SIA,NS,POLAND,AUGUST,0.0
SIA,NS,POLAND,SEPTEMBER,0.0
SIA,NS,POLAND,OCTOBER,0.0
SIA,NS,POLAND,NOVEMBER,4.0
SIA,NS,POLAND,DECEMBER,7.0
SIA,NS,PORTUGAL,JANUARY,1.0
SIA,NS,PORTUGAL,FEBRUARY,2.0
SIA,NS,PORTUGAL,MARCH,0.0
SIA,NS,PORTUGAL,APRIL,0.0
SIA,NS,PORTUGAL,MAY,0.0
SIA,NS,PORTUGAL,JUNE,2.0
SIA,NS,PORTUGAL,JULY,0.0
SIA,NS,PORTUGAL,AUGUST,1.0
SIA,NS,PORTUGAL,SEPTEMBER,0.0
SIA,NS,PORTUGAL,OCTOBER,0.0
SIA,NS,PORTUGAL,NOVEMBER,0.0
SIA,NS,PORTUGAL,DECEMBER,0.0
SIA,NS,RUSSIA,JANUARY,2.0
SIA,NS,RUSSIA,FEBRUARY,6.0
SIA,NS,RUSSIA,MARCH,1.0
SIA,NS,RUSSIA,APRIL,3.0
SIA,NS,RUSSIA,MAY,5.0
SIA,NS,RUSSIA,JUNE,0.0
SIA,NS,RUSSIA,JULY,0.0
SIA,NS,RUSSIA,AUGUST,1.0
SIA,NS,RUSSIA,SEPTEMBER,3.0
SIA,NS,RUSSIA,OCTOBER,2.0
SIA,NS,RUSSIA,NOVEMBER,0.0
SIA,NS,RUSSIA,DECEMBER,0.0
SIA,NS,SPAIN,JANUARY,9.0
SIA,NS,SPAIN,FEBRUARY,6.0
SIA,NS,SPAIN,MARCH,9.0
SIA,NS,SPAIN,APRIL,0.0
SIA,NS,SPAIN,MAY,2.0
SIA,NS,SPAIN,JUNE,0.0
SIA,NS,SPAIN,JULY,6.0
SIA,NS,SPAIN,AUGUST,7.0
SIA,NS,SPAIN,SEPTEMBER,2.0
SIA,NS,SPAIN,OCTOBER,2.0
SIA,NS,SPAIN,NOVEMBER,2.0
SIA,NS,SPAIN,DECEMBER,8.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,JANUARY,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,FEBRUARY,1.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,MARCH,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,APRIL,3.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,MAY,1.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,JUNE,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,JULY,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,AUGUST,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,SEPTEMBER,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,OCTOBER,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,NOVEMBER,0.0
SIA,NS,ST. KITTS/NEVIS/ANGUILLA,DECEMBER,1.0
SIA,NS,ST. LUCIA,JANUARY,0.0
SIA,NS,ST. LUCIA,FEBRUARY,0.0
SIA,NS,ST. LUCIA,MARCH,0.0
SIA,NS,ST. LUCIA,APRIL,0.0
SIA,NS,ST. LUCIA,MAY,0.0
SIA,NS,ST. LUCIA,JUNE,0.0
SIA,NS,ST. LUCIA,JULY,1.0
SIA,NS,ST. LUCIA,AUGUST,0.0
SIA,NS,ST. LUCIA,SEPTEMBER,0.0
SIA,NS,ST. LUCIA,OCTOBER,0.0
SIA,NS,ST. LUCIA,NOVEMBER,0.0
SIA,NS,ST. LUCIA,DECEMBER,0.0
SIA,NS,ST. MAARTEN,JANUARY,2.0
SIA,NS,ST. MAARTEN,FEBRUARY,0.0
SIA,NS,ST. MAARTEN,MARCH,1.0
SIA,NS,ST. MAARTEN,APRIL,0.0
SIA,NS,ST. MAARTEN,MAY,2.0
SIA,NS,ST. MAARTEN,JUNE,0.0
SIA,NS,ST. MAARTEN,JULY,0.0
SIA,NS,ST. MAARTEN,AUGUST,0.0
SIA,NS,ST. MAARTEN,SEPTEMBER,1.0
SIA,NS,ST. MAARTEN,OCTOBER,0.0
SIA,NS,ST. MAARTEN,NOVEMBER,0.0
SIA,NS,ST. MAARTEN,DECEMBER,0.0
SIA,NS,ST. VINCENT,JANUARY,0.0
SIA,NS,ST. VINCENT,FEBRUARY,1.0
SIA,NS,ST. VINCENT,MARCH,0.0
SIA,NS,ST. VINCENT,APRIL,0.0
SIA,NS,ST. VINCENT,MAY,1.0
SIA,NS,ST. VINCENT,JUNE,0.0
SIA,NS,ST. VINCENT,JULY,0.0
SIA,NS,ST. VINCENT,AUGUST,0.0
SIA,NS,ST. VINCENT,SEPTEMBER,0.0
SIA,NS,ST. VINCENT,OCTOBER,0.0
SIA,NS,ST. VINCENT,NOVEMBER,0.0
SIA,NS,ST. VINCENT,DECEMBER,0.0
SIA,NS,SWEDEN,JANUARY,12.0
SIA,NS,SWEDEN,FEBRUARY,12.0
SIA,NS,SWEDEN,MARCH,9.0
SIA,NS,SWEDEN,APRIL,0.0
SIA,NS,SWEDEN,MAY,0.0
SIA,NS,SWEDEN,JUNE,1.0
SIA,NS,SWEDEN,JULY,0.0
SIA,NS,SWEDEN,AUGUST,0.0
SIA,NS,SWEDEN,SEPTEMBER,0.0
SIA,NS,SWEDEN,OCTOBER,0.0
SIA,NS,SWEDEN,NOVEMBER,0.0
SIA,NS,SWEDEN,DECEMBER,13.0
SIA,NS,SWITZERLAND,JANUARY,9.0
SIA,NS,SWITZERLAND,FEBRUARY,1.0
SIA,NS,SWITZERLAND,MARCH,8.0
SIA,NS,SWITZERLAND,APRIL,4.0
SIA,NS,SWITZERLAND,MAY,0.0
SIA,NS,SWITZERLAND,JUNE,1.0
SIA,NS,SWITZERLAND,JULY,6.0
SIA,NS,SWITZERLAND,AUGUST,2.0
SIA,NS,SWITZERLAND,SEPTEMBER,0.0
SIA,NS,SWITZERLAND,OCTOBER,3.0
SIA,NS,SWITZERLAND,NOVEMBER,2.0
SIA,NS,SWITZERLAND,DECEMBER,4.0
SIA,NS,TRINIDAD & TOBAGO,JANUARY,2.0
SIA,NS,TRINIDAD & TOBAGO,FEBRUARY,2.0
SIA,NS,TRINIDAD & TOBAGO,MARCH,1.0
SIA,NS,TRINIDAD & TOBAGO,APRIL,1.0
SIA,NS,TRINIDAD & TOBAGO,MAY,3.0
SIA,NS,TRINIDAD & TOBAGO,JUNE,3.0
SIA,NS,TRINIDAD & TOBAGO,JULY,4.0
SIA,NS,TRINIDAD & TOBAGO,AUGUST,0.0
SIA,NS,TRINIDAD & TOBAGO,SEPTEMBER,0.0
SIA,NS,TRINIDAD & TOBAGO,OCTOBER,1.0
SIA,NS,TRINIDAD & TOBAGO,NOVEMBER,1.0
SIA,NS,TRINIDAD & TOBAGO,DECEMBER,0.0
SIA,NS,TURKEY,JANUARY,3.0
SIA,NS,TURKEY,FEBRUARY,0.0
SIA,NS,TURKEY,MARCH,1.0
SIA,NS,TURKEY,APRIL,0.0
SIA,NS,TURKEY,MAY,0.0
SIA,NS,TURKEY,JUNE,0.0
SIA,NS,TURKEY,JULY,0.0
SIA,NS,TURKEY,AUGUST,0.0
SIA,NS,TURKEY,SEPTEMBER,0.0
SIA,NS,TURKEY,OCTOBER,0.0
SIA,NS,TURKEY,NOVEMBER,0.0
SIA,NS,TURKEY,DECEMBER,0.0
SIA,NS,TURKS & CAICOS ISLANDS,JANUARY,3.0
SIA,NS,TURKS & CAICOS ISLANDS,FEBRUARY,2.0
SIA,NS,TURKS & CAICOS ISLANDS,MARCH,4.0
SIA,NS,TURKS & CAICOS ISLANDS,APRIL,0.0
SIA,NS,TURKS & CAICOS ISLANDS,MAY,2.0
SIA,NS,TURKS & CAICOS ISLANDS,JUNE,1.0
SIA,NS,TURKS & CAICOS ISLANDS,JULY,3.0
SIA,NS,TURKS & CAICOS ISLANDS,AUGUST,2.0
SIA,NS,TURKS & CAICOS ISLANDS,SEPTEMBER,0.0
SIA,NS,TURKS & CAICOS ISLANDS,OCTOBER,4.0
SIA,NS,TURKS & CAICOS ISLANDS,NOVEMBER,1.0
SIA,NS,TURKS & CAICOS ISLANDS,DECEMBER,2.0
SIA,NS,U.S.A.,JANUARY,873.0
SIA,NS,U.S.A.,FEBRUARY,767.0
SIA,NS,U.S.A.,MARCH,1078.0
SIA,NS,U.S.A.,APRIL,903.0
SIA,NS,U.S.A.,MAY,647.0
SIA,NS,U.S.A.,JUNE,544.0
SIA,NS,U.S.A.,JULY,743.0
SIA,NS,U.S.A.,AUGUST,591.0
SIA,NS,U.S.A.,SEPTEMBER,386.0
SIA,NS,U.S.A.,OCTOBER,440.0
SIA,NS,U.S.A.,NOVEMBER,454.0
SIA,NS,U.S.A.,DECEMBER,974.0
SIA,NS,UNITED KINGDOM,JANUARY,154.0
SIA,NS,UNITED KINGDOM,FEBRUARY,172.0
SIA,NS,UNITED KINGDOM,MARCH,307.0
SIA,NS,UNITED KINGDOM,APRIL,311.0
SIA,NS,UNITED KINGDOM,MAY,187.0
SIA,NS,UNITED KINGDOM,JUNE,109.0
SIA,NS,UNITED KINGDOM,JULY,186.0
SIA,NS,UNITED KINGDOM,AUGUST,126.0
SIA,NS,UNITED KINGDOM,SEPTEMBER,158.0
SIA,NS,UNITED KINGDOM,OCTOBER,172.0
SIA,NS,UNITED KINGDOM,NOVEMBER,135.0
SIA,NS,UNITED KINGDOM,DECEMBER,222.0
SIA,NS,URUGUAY,JANUARY,4.0
SIA,NS,URUGUAY,FEBRUARY,0.0
SIA,NS,URUGUAY,MARCH,5.0
SIA,NS,URUGUAY,APRIL,1.0
SIA,NS,URUGUAY,MAY,0.0
SIA,NS,URUGUAY,JUNE,0.0
SIA,NS,URUGUAY,JULY,0.0
SIA,NS,URUGUAY,AUGUST,0.0
SIA,NS,URUGUAY,SEPTEMBER,1.0
SIA,NS,URUGUAY,OCTOBER,0.0
SIA,NS,URUGUAY,NOVEMBER,0.0
SIA,NS,URUGUAY,DECEMBER,0.0
SIA,NS,VENEZUELA,JANUARY,0.0
SIA,NS,VENEZUELA,FEBRUARY,0.0
SIA,NS,VENEZUELA,MARCH,2.0
SIA,NS,VENEZUELA,APRIL,0.0
SIA,NS,VENEZUELA,MAY,0.0
SIA,NS,VENEZUELA,JUNE,0.0
SIA,NS,VENEZUELA,JULY,3.0
SIA,NS,VENEZUELA,AUGUST,0.0
SIA,NS,VENEZUELA,SEPTEMBER,5.0
SIA,NS,VENEZUELA,OCTOBER,0.0
SIA,NS,VENEZUELA,NOVEMBER,0.0
SIA,NS,VENEZUELA,DECEMBER,0.0
SIA,OTHE,NOREF,JANUARY,27.0
SIA,OTHE,NOREF,FEBRUARY,17.0
SIA,OTHE,NOREF,MARCH,17.0
SIA,OTHE,NOREF,APRIL,12.0
SIA,OTHE,NOREF,MAY,16.0
SIA,OTHE,NOREF,JUNE,11.0
SIA,OTHE,NOREF,JULY,19.0
SIA,OTHE,NOREF,AUGUST,25.0
SIA,OTHE,NOREF,SEPTEMBER,35.0
SIA,OTHE,NOREF,OCTOBER,18.0
SIA,OTHE,NOREF,NOVEMBER,57.0
SIA,OTHE,NOREF,DECEMBER,34.0
SIA,OTHE,AFRICA,JANUARY,3.0
SIA,OTHE,AFRICA,FEBRUARY,4.0
SIA,OTHE,AFRICA,MARCH,5.0
SIA,OTHE,AFRICA,APRIL,4.0
SIA,OTHE,AFRICA,MAY,5.0
SIA,OTHE,AFRICA,JUNE,1.0
SIA,OTHE,AFRICA,JULY,2.0
SIA,OTHE,AFRICA,AUGUST,5.0
SIA,OTHE,AFRICA,SEPTEMBER,4.0
SIA,OTHE,AFRICA,OCTOBER,4.0
SIA,OTHE,AFRICA,NOVEMBER,3.0
SIA,OTHE,AFRICA,DECEMBER,1.0
SIA,OTHE,ALL OTHER COUNTRIES,JANUARY,0.0
SIA,OTHE,ALL OTHER COUNTRIES,FEBRUARY,1.0
SIA,OTHE,ALL OTHER COUNTRIES,MARCH,0.0
SIA,OTHE,ALL OTHER COUNTRIES,APRIL,1.0
SIA,OTHE,ALL OTHER COUNTRIES,MAY,0.0
SIA,OTHE,ALL OTHER COUNTRIES,JUNE,0.0
SIA,OTHE,ALL OTHER COUNTRIES,JULY,0.0
SIA,OTHE,ALL OTHER COUNTRIES,AUGUST,0.0
SIA,OTHE,ALL OTHER COUNTRIES,SEPTEMBER,0.0
SIA,OTHE,ALL OTHER COUNTRIES,OCTOBER,0.0
SIA,OTHE,ALL OTHER COUNTRIES,NOVEMBER,0.0
SIA,OTHE,ALL OTHER COUNTRIES,DECEMBER,0.0
SIA,OTHE,ANTIGUA,JANUARY,0.0
SIA,OTHE,ANTIGUA,FEBRUARY,0.0
SIA,OTHE,ANTIGUA,MARCH,0.0
SIA,OTHE,ANTIGUA,APRIL,0.0
SIA,OTHE,ANTIGUA,MAY,0.0
SIA,OTHE,ANTIGUA,JUNE,0.0
SIA,OTHE,ANTIGUA,JULY,0.0
SIA,OTHE,ANTIGUA,AUGUST,3.0
SIA,OTHE,ANTIGUA,SEPTEMBER,1.0
SIA,OTHE,ANTIGUA,OCTOBER,1.0
SIA,OTHE,ANTIGUA,NOVEMBER,0.0
SIA,OTHE,ANTIGUA,DECEMBER,0.0
SIA,OTHE,ARGENTINA,JANUARY,1.0
SIA,OTHE,ARGENTINA,FEBRUARY,0.0
SIA,OTHE,ARGENTINA,MARCH,0.0
SIA,OTHE,ARGENTINA,APRIL,1.0
SIA,OTHE,ARGENTINA,MAY,1.0
SIA,OTHE,ARGENTINA,JUNE,0.0
SIA,OTHE,ARGENTINA,JULY,0.0
SIA,OTHE,ARGENTINA,AUGUST,1.0
SIA,OTHE,ARGENTINA,SEPTEMBER,0.0
SIA,OTHE,ARGENTINA,OCTOBER,0.0
SIA,OTHE,ARGENTINA,NOVEMBER,2.0
SIA,OTHE,ARGENTINA,DECEMBER,3.0
SIA,OTHE,ARUBA,JANUARY,0.0
SIA,OTHE,ARUBA,FEBRUARY,4.0
SIA,OTHE,ARUBA,MARCH,0.0
SIA,OTHE,ARUBA,APRIL,0.0
SIA,OTHE,ARUBA,MAY,0.0
SIA,OTHE,ARUBA,JUNE,0.0
SIA,OTHE,ARUBA,JULY,0.0
SIA,OTHE,ARUBA,AUGUST,0.0
SIA,OTHE,ARUBA,SEPTEMBER,0.0
SIA,OTHE,ARUBA,OCTOBER,0.0
SIA,OTHE,ARUBA,NOVEMBER,0.0
SIA,OTHE,ARUBA,DECEMBER,0.0
SIA,OTHE,AUSTRALIA,JANUARY,2.0
SIA,OTHE,AUSTRALIA,FEBRUARY,1.0
SIA,OTHE,AUSTRALIA,MARCH,0.0
SIA,OTHE,AUSTRALIA,APRIL,0.0
SIA,OTHE,AUSTRALIA,MAY,0.0
SIA,OTHE,AUSTRALIA,JUNE,1.0
SIA,OTHE,AUSTRALIA,JULY,0.0
SIA,OTHE,AUSTRALIA,AUGUST,1.0
SIA,OTHE,AUSTRALIA,SEPTEMBER,2.0
SIA,OTHE,AUSTRALIA,OCTOBER,0.0
SIA,OTHE,AUSTRALIA,NOVEMBER,1.0
SIA,OTHE,AUSTRALIA,DECEMBER,0.0
SIA,OTHE,AUSTRIA,JANUARY,5.0
SIA,OTHE,AUSTRIA,FEBRUARY,1.0
SIA,OTHE,AUSTRIA,MARCH,9.0
SIA,OTHE,AUSTRIA,APRIL,0.0
SIA,OTHE,AUSTRIA,MAY,0.0
SIA,OTHE,AUSTRIA,JUNE,2.0
SIA,OTHE,AUSTRIA,JULY,0.0
SIA,OTHE,AUSTRIA,AUGUST,3.0
SIA,OTHE,AUSTRIA,SEPTEMBER,0.0
SIA,OTHE,AUSTRIA,OCTOBER,1.0
SIA,OTHE,AUSTRIA,NOVEMBER,6.0
SIA,OTHE,AUSTRIA,DECEMBER,5.0
SIA,OTHE,BAHAMAS,JANUARY,5.0
SIA,OTHE,BAHAMAS,FEBRUARY,0.0
SIA,OTHE,BAHAMAS,MARCH,0.0
SIA,OTHE,BAHAMAS,APRIL,2.0
SIA,OTHE,BAHAMAS,MAY,4.0
SIA,OTHE,BAHAMAS,JUNE,1.0
SIA,OTHE,BAHAMAS,JULY,3.0
SIA,OTHE,BAHAMAS,AUGUST,3.0
SIA,OTHE,BAHAMAS,SEPTEMBER,2.0
SIA,OTHE,BAHAMAS,OCTOBER,2.0
SIA,OTHE,BAHAMAS,NOVEMBER,1.0
SIA,OTHE,BAHAMAS,DECEMBER,0.0
SIA,OTHE,BARBADOS,JANUARY,2.0
SIA,OTHE,BARBADOS,FEBRUARY,0.0
SIA,OTHE,BARBADOS,MARCH,0.0
SIA,OTHE,BARBADOS,APRIL,0.0
SIA,OTHE,BARBADOS,MAY,3.0
SIA,OTHE,BARBADOS,JUNE,1.0
SIA,OTHE,BARBADOS,JULY,0.0
SIA,OTHE,BARBADOS,AUGUST,1.0
SIA,OTHE,BARBADOS,SEPTEMBER,0.0
SIA,OTHE,BARBADOS,OCTOBER,1.0
SIA,OTHE,BARBADOS,NOVEMBER,0.0
SIA,OTHE,BARBADOS,DECEMBER,1.0
SIA,OTHE,BELGIUM,JANUARY,4.0
SIA,OTHE,BELGIUM,FEBRUARY,3.0
SIA,OTHE,BELGIUM,MARCH,1.0
SIA,OTHE,BELGIUM,APRIL,2.0
SIA,OTHE,BELGIUM,MAY,2.0
SIA,OTHE,BELGIUM,JUNE,0.0
SIA,OTHE,BELGIUM,JULY,1.0
SIA,OTHE,BELGIUM,AUGUST,2.0
SIA,OTHE,BELGIUM,SEPTEMBER,1.0
SIA,OTHE,BELGIUM,OCTOBER,5.0
SIA,OTHE,BELGIUM,NOVEMBER,0.0
SIA,OTHE,BELGIUM,DECEMBER,3.0
SIA,OTHE,BELIZE,JANUARY,1.0
SIA,OTHE,BELIZE,FEBRUARY,1.0
SIA,OTHE,BELIZE,MARCH,0.0
SIA,OTHE,BELIZE,APRIL,0.0
SIA,OTHE,BELIZE,MAY,1.0
SIA,OTHE,BELIZE,JUNE,1.0
SIA,OTHE,BELIZE,JULY,0.0
SIA,OTHE,BELIZE,AUGUST,0.0
SIA,OTHE,BELIZE,SEPTEMBER,1.0
SIA,OTHE,BELIZE,OCTOBER,3.0
SIA,OTHE,BELIZE,NOVEMBER,0.0
SIA,OTHE,BELIZE,DECEMBER,1.0
SIA,OTHE,BERMUDA,JANUARY,3.0
SIA,OTHE,BERMUDA,FEBRUARY,0.0
SIA,OTHE,BERMUDA,MARCH,0.0
SIA,OTHE,BERMUDA,APRIL,0.0
SIA,OTHE,BERMUDA,MAY,0.0
SIA,OTHE,BERMUDA,JUNE,0.0
SIA,OTHE,BERMUDA,JULY,0.0
SIA,OTHE,BERMUDA,AUGUST,0.0
SIA,OTHE,BERMUDA,SEPTEMBER,2.0
SIA,OTHE,BERMUDA,OCTOBER,1.0
SIA,OTHE,BERMUDA,NOVEMBER,0.0
SIA,OTHE,BERMUDA,DECEMBER,2.0
SIA,OTHE,BRAZIL,JANUARY,0.0
SIA,OTHE,BRAZIL,FEBRUARY,0.0
SIA,OTHE,BRAZIL,MARCH,1.0
SIA,OTHE,BRAZIL,APRIL,0.0
SIA,OTHE,BRAZIL,MAY,1.0
SIA,OTHE,BRAZIL,JUNE,0.0
SIA,OTHE,BRAZIL,JULY,0.0
SIA,OTHE,BRAZIL,AUGUST,6.0
SIA,OTHE,BRAZIL,SEPTEMBER,1.0
SIA,OTHE,BRAZIL,OCTOBER,1.0
SIA,OTHE,BRAZIL,NOVEMBER,4.0
SIA,OTHE,BRAZIL,DECEMBER,4.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,JANUARY,1.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,FEBRUARY,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,MARCH,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,APRIL,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,MAY,1.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,JUNE,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,JULY,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,AUGUST,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,SEPTEMBER,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,OCTOBER,2.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,NOVEMBER,0.0
SIA,OTHE,BRITISH VIRGIN ISLANDS,DECEMBER,0.0
SIA,OTHE,CANADA,JANUARY,121.0
SIA,OTHE,CANADA,FEBRUARY,112.0
SIA,OTHE,CANADA,MARCH,111.0
SIA,OTHE,CANADA,APRIL,109.0
SIA,OTHE,CANADA,MAY,82.0
SIA,OTHE,CANADA,JUNE,51.0
SIA,OTHE,CANADA,JULY,90.0
SIA,OTHE,CANADA,AUGUST,94.0
SIA,OTHE,CANADA,SEPTEMBER,57.0
SIA,OTHE,CANADA,OCTOBER,71.0
SIA,OTHE,CANADA,NOVEMBER,68.0
SIA,OTHE,CANADA,DECEMBER,136.0
SIA,OTHE,CAYMAN ISLANDS,JANUARY,3.0
SIA,OTHE,CAYMAN ISLANDS,FEBRUARY,4.0
SIA,OTHE,CAYMAN ISLANDS,MARCH,5.0
SIA,OTHE,CAYMAN ISLANDS,APRIL,3.0
